Presynaptic Neuron Type,Postsynaptic Neuron Type,gsyn_max,tau_d,tau_r,tau_f,Uinc
 DG HIPROM,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG HIPP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Ivy,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG MOCAP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG MOPP,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 DG HIPROM,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG Ivy,DG Granule,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Granule,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Mossy,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG HICAP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG HIPP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Ivy,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG MOCAP,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG MOCAP,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG HICAP,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Ivy,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG MOCAP,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG MOPP,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG MOLAX,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG Molecular Layer,DG Granule,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Granule,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG HICAP,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG MOPP,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG Outer Molecular Layer,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Granule,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Mossy,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG HICAP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG HIPP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Ivy,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG MOCAP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG MOPP,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 DG Total Molecular Layer,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG MOPP,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG MOPP,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Basket,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG HICAP,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG MOPP,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 DG Neurogliaform,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 DG Wide-Arbor Neurogliaform,DG Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA2 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA2 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA2 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA2 SP-SR,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 R-Receiving Apical-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 R-RO,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 R-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Pyramidal,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3c Pyramidal,DG Granule,1.58,6.12,556.15,28.22,0.2
 CA3c Pyramidal,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
